0 1.99291e+25 2.0026e+25
1 1.99229e+25 2.0026e+25
2 1.99024e+25 2.0026e+25
3 1.98631e+25 2.0026e+25
4 1.98042e+25 2.0026e+25
5 1.97162e+25 2.0026e+25
6 1.95809e+25 2.0026e+25
7 1.93861e+25 2.0026e+25
8 1.91144e+25 2.0026e+25
9 1.87143e+25 2.0026e+25
10 1.81268e+25 2.0026e+25
11 1.73165e+25 2.0026e+25
12 1.61876e+25 2.0026e+25
13 1.4522e+25 2.0026e+25
14 1.22156e+25 2.0026e+25
15 9.62827e+24 2.0026e+24
16 7.53158e+24 2.0026e+24
17 6.01334e+24 2.0026e+24
18 4.94653e+24 2.0026e+24
19 4.19074e+24 2.0026e+24
20 3.64252e+24 2.0026e+24
21 3.23427e+24 2.0026e+24
22 2.92319e+24 2.0026e+24
23 2.68197e+24 2.0026e+24
24 2.49267e+24 2.0026e+24
25 2.34314e+24 2.0026e+24
26 2.22482e+24 2.0026e+24
27 2.13149e+24 2.0026e+24
28 2.05849e+24 2.0026e+24
29 2.00219e+24 2.0026e+24
30 1.95968e+24 2.0026e+24
31 1.92857e+24 2.0026e+24
32 1.90683e+24 2.0026e+24
33 1.89274e+24 2.0026e+24
34 1.88477e+24 2.0026e+24
35 1.88164e+24 2.0026e+24
36 1.8822e+24 2.0026e+24
37 1.88551e+24 2.0026e+24
38 1.89076e+24 2.0026e+24
39 1.89728e+24 2.0026e+24
40 1.90457e+24 2.0026e+24
41 1.91221e+24 2.0026e+24
42 1.9199e+24 2.0026e+24
43 1.92744e+24 2.0026e+24
44 1.93469e+24 2.0026e+24
45 1.94157e+24 2.0026e+24
46 1.94802e+24 2.0026e+24
47 1.95401e+24 2.0026e+24
48 1.95952e+24 2.0026e+24
49 1.96455e+24 2.0026e+24
50 1.96908e+24 2.0026e+24
51 1.97312e+24 2.0026e+24
52 1.97671e+24 2.0026e+24
53 1.97991e+24 2.0026e+24
54 1.98281e+24 2.0026e+24
55 1.98546e+24 2.0026e+24
56 1.98795e+24 2.0026e+24
57 1.9903e+24 2.0026e+24
58 1.99248e+24 2.0026e+24
59 1.99446e+24 2.0026e+24
60 1.9962e+24 2.0026e+24
61 1.99767e+24 2.0026e+24
62 1.99892e+24 2.0026e+24
63 2.00006e+24 2.0026e+24
64 2.00122e+24 2.0026e+24
65 2.00257e+24 2.0026e+24
66 2.0042e+24 2.0026e+24
67 2.00609e+24 2.0026e+24
68 2.00813e+24 2.0026e+24
69 2.01014e+24 2.0026e+24
70 2.01194e+24 2.0026e+24
71 2.01348e+24 2.0026e+24
72 2.01486e+24 2.0026e+24
73 2.01641e+24 2.0026e+24
74 2.01853e+24 2.0026e+24
75 2.02163e+24 2.0026e+24
76 2.0259e+24 2.0026e+24
77 2.03124e+24 2.0026e+24
78 2.03727e+24 2.0026e+24
79 2.04346e+24 2.0026e+24
80 2.04946e+24 2.0026e+24
81 2.05534e+24 2.0026e+24
82 2.06174e+24 2.0026e+24
83 2.0698e+24 2.0026e+24
84 2.08095e+24 2.0026e+24
85 2.09639e+24 2.0026e+24
86 2.11664e+24 2.0026e+24
87 2.14123e+24 2.0026e+24
88 2.16908e+24 2.0026e+24
89 2.1996e+24 2.0026e+24
90 2.23372e+24 2.0026e+24
91 2.2745e+24 2.0026e+24
92 2.32702e+24 2.0026e+24
93 2.39808e+24 2.0026e+24
94 2.49534e+24 2.0026e+24
95 2.62515e+24 2.0026e+24
96 2.79043e+24 2.0026e+24
97 2.99359e+24 2.0026e+24
98 3.24792e+24 2.0026e+24
99 3.58983e+24 2.0026e+24
100 4.0769e+24 2.0026e+24
101 4.77259e+24 2.0026e+24
102 5.74872e+24 2.0026e+24
103 7.12662e+24 2.0026e+24
104 9.07937e+24 2.0026e+24
105 1.1605e+25 2.0026e+25
106 1.39675e+25 2.0026e+25
107 1.57423e+25 2.0026e+25
108 1.69667e+25 2.0026e+25
109 1.78509e+25 2.0026e+25
110 1.85052e+25 2.0026e+25
111 1.89613e+25 2.0026e+25
112 1.92712e+25 2.0026e+25
113 1.94932e+25 2.0026e+25
114 1.96518e+25 2.0026e+25
115 1.97569e+25 2.0026e+25
116 1.98257e+25 2.0026e+25
117 1.98717e+25 2.0026e+25
118 1.98977e+25 2.0026e+25
119 1.99062e+25 2.0026e+25
